"round","col","row","i","category","clue","answer","uid"
1,4,5,30,"Animal Shelters","(Cheryl Of The Clue Crew Reports From Tinos, GreecE.) The Greek Island Of Tinos Is Noted For These Elaborate Structres Built To House A Certain Bird","Dovecotes",323
1,5,1,21,"'W'ho Can It Be Now?","The Recipes In A Cookbook Called 'True Grits' Were Inspired By The Movies Of This Man","John Wayne",323
1,5,2,22,"'W'ho Can It Be Now?","Jungle Rules Must Have Applied During Lupe Velez' Stormy 1930s Marriage To This Big Screen 'Swinger'","(Johnny) Weissmuller",323
1,5,3,23,"'W'ho Can It Be Now?","In 1988 A Painting Of This Deceased Mayor Wearing Lingerie Was Removed From The Art Institute Of Chicago","Harold Washington",323
1,5,4,24,"'W'ho Can It Be Now?","'Kiss Me Like A Stranger' Is The New Autobiography Of This Comic Actor Born Jerry Silberman","Gene Wilder",323
1,5,5,25,"'W'ho Can It Be Now?","Sean O'casey Described This Author Of 'The Inimitable Jeeves' As 'English Literature's Performing Flea'","P.G. Wodehouse",323
1,6,1,14,"An Attractive Preposition","In Old Song Titles, It Precedes 'The Sad Sea Waves' & 'The Light Of The Silvery Moon'","By",323
1,6,2,15,"An Attractive Preposition","To Bet That The Rams & Colts Will Combine To Score More Than 42 Points It To 'Take' This","The Over",323
1,6,3,18,"An Attractive Preposition","It Can Precede 'The Curve', 'The Times', Or In A Smithereens Song, 'The Wall Of Sleep'","Behind",323
1,6,4,19,"An Attractive Preposition","Just Once, This Word Wants To Be Used Without Its Companion & Synonym, The Word 'Between'","Betwixt",323
1,6,5,20,"An Attractive Preposition","When Not In Its Usual Time Context, It Can Mean 'In The Presence Of'","Before",323
2,1,1,32,"European Architects","Karl Von Hasenauer Was One Of The Leading Architects Of The Ringstrasse In This World Capital","Vienna",323
2,1,2,39,"European Architects","In The Late 1600s He Designed Hospitals At Chelsea & At Greenwich","Wren",323
2,1,3,40,"European Architects","The Last Name Of Eliel, The Finn Who Wrote 'The Search For Form In Art & Architecture'; His Son Was A Famous Architect, Too","Saarinen",323
2,1,4,41,"European Architects","One Of The Most Famous Homes He Designed In The 1920s Was That Of Swiss Collector Raoul La Roche","Le Corbusier",323
2,1,5,42,"European Architects","(Jimmy Of The Clue Crew Reports From The Stage Of The Majestic Theatre In New YorK.) This Set For 'The Phantom Of The Opera' Was Inspired By The Real Paris Opera House, Designed By This 19th Century Frenchman","Charles Garnier",323
2,2,1,56,"Creature Feature","1973: 'Enter The _____'","Dragon",323
2,2,2,57,"Creature Feature","1983: 'Rumble ____'","Fish",323
2,2,3,58,"Creature Feature","2003: '____ Jack'","Kangaroo",323
2,2,4,59,"Creature Feature","1993: 'Jack The ____'","Bear",323
2,2,5,60,"Creature Feature","2002: '____-Proof Fence'","Rabbit",323
2,3,1,43,"18th Century Potpourri","The Sugar Act Of 1764 Taxed American Importation Of This Liquid At 3 Cents A Gallon","Molasses",323
2,3,2,47,"18th Century Potpourri","In 1785 Edmund Cartwright Patented A 'New Invented Machine For Weaving', Known Today As A Power This","A Loom",323
2,3,3,48,"18th Century Potpourri","Kant's Question 'Was Ist Aufklarung?' Translates As 'What Is' This, Another Term For The Age Of Reason","Enlightenment",323
2,3,4,49,"18th Century Potpourri","It's Been Reported That This Was The Term For The 'Gangs' That Forced Men Into Military Service","Press Gangs",323
2,3,5,50,"18th Century Potpourri","The 1761 Execution Of Father Malagrida Was Part Of The Suppression Of This Religious Group","The Jesuits",323
2,4,1,34,"Symphonies","Wagner Called Beethoven's 7th 'The Apotheosis Of' This, & Isadora Duncan Interpreted It In This Form","The Dance",323
2,4,2,35,"Symphonies","A Haydn Symphony Of 1795 & A Vaughan Williams One Of 1914 Are Both Nicknamed For This City","London",323
2,4,3,36,"Symphonies","This Soviet Superstar Subtitled His Third Symphony 'May First'","(Dmitri) Shostakovich",323
2,4,4,37,"Symphonies","The Mozart Work Heard Here Was Composed For A Wedding In This Family, Hence Its Nickname","The Haffner Family",323
2,4,5,38,"Symphonies","A Surprise Hit Album Of 1993 Was This Contemporary Polish Composer's 'Symphony Of Sorrowful Songs'","(Henryk) Gorecki",323
2,5,1,51,"We Rule","As Of 1960, Her Descendants, Except Princes & Princesses, Will Bear The Surname Mountbatten-Windsor","Elizabeth II",323
2,5,2,52,"We Rule","This Queen May Be Best Known For A Song She Wrote, 'Aloha Oe'","Lili'uokalani",323
2,5,3,53,"We Rule","In 1859 This King Of Sardinia Began His Unification Of The Italian Peninsula","Victor Emmanuel II",323
2,5,4,54,"We Rule","In 1868 Emperor Mutsuhito Chose This Name Meaning 'Enlightened Rule' As The Name For The Era Of His Rule In Japan","Meiji",323
2,5,5,55,"We Rule","1 Of 2 Kings In France's House Of Bourbon Not Named Louis (No Number Necessary)","Charles (Or Henry)",323
2,6,1,31,"'Mal' Practice","'He's The Very Pineapple Of Politeness' Is An Example Of This","A Malapropism",323
2,6,2,33,"'Mal' Practice","It's Beer Having A Relatively High Alcohol Content, Usually 5 To 8%","Malt Liquor",323
2,6,3,44,"'Mal' Practice","In Law, This Term Is Used To Describe An Act By A Public Official In Violation Of The Public Trust","Malfeasance",323
2,6,4,45,"'Mal' Practice","The Theme Of Jimmy Carter's July 15, 1979 Address Is Associated With This French Word For Weakness Or Ill-Being","Malaise",323
2,6,5,46,"'Mal' Practice","Formerly Nyasaland, This African Country Is Home To Spectacular Highlands & Lakes","Malawi",323
3,1,1,61,"Nuclear Power","This State, Besides Having The First, Also Has The Most Nuclear Reactors","Illinois",323
1,1,1,6,"The Nearest Continent","Baffin Island","North America",325
1,1,2,7,"The Nearest Continent","Hainan","Asia",325
1,1,3,8,"The Nearest Continent","Trinidad & Tobago","South America",325
1,1,4,17,"The Nearest Continent","East Frisian Islands","Europe",325
1,1,5,18,"The Nearest Continent","Sao Tome & Principe","Africa",325
1,2,1,9,"Feminism","The 1848 Feminist 'Declaration Of Sentiments' Adds These 2 Words To 1776'S 'All Men Are Created Equal'","'And Women'",325
1,2,2,10,"Feminism","The Violence Against Women Act Of 2000 Addresses This Behavior Ranging From Lying In Wait To Actual Harassment","Stalking",325
1,2,3,11,"Feminism","This American Tennis Tournament Evened Men's & Women's Prize Money In 1973; Wimbledon Still Hasn't","The U.S. Open",325
1,2,4,12,"Feminism","Sometimes Shortened To Mcp, This Negative Term Had A Vogue With Early Women's Libbers","Male Chauvinist Pig",325
1,2,5,13,"Feminism","Secretary Of State Bainbridge Colby Signed It At Home AuG. 26, 1920; His Wife & Daughters Must Have Been Excited","The 19th Amendment",325
1,3,1,15,"Space","(Sofia Of The Clue Crew Hangs Out With A Probe Replica At The Jet Propulsion LaB.) In 1995 On Jupiter, This Craft, Named For A Scientist, Made The First Direct Measurements Of A Giant Planet's Atmosphere","Galileo",325
1,3,2,25,"Space","This Is The Largest Of The Terrestrial Planets; It Has One Of The Largest Satellites As Well","Earth",325
1,3,3,26,"Space","(Sofia Of The Clue Crew, Dressed For A Clean Environment, Delivers The Clue From The Jet Propulsion LaB.) You're Looking At A Cassini Spacecraft, Like The One En Route To Study Titan, A Moon Of This Planet","Saturn",325
1,3,4,27,"Space","Johann Bode Proposed The Name Of A Mythological Father For This Planet","Uranus",325
1,3,5,28,"Space","(Cheryl Of The Clue Crew Delivers The Clue From The Jet Propulsion LaB.) I'M In The Mars Yard With A Model Of This Martian Rover, Whose Name Also Means 'A Visitor'","Sojourner",325
1,4,1,22,"They Got Milk, Too?","In Their 'Got Milk?' Ad, These Tennis Sisters Said, 'Make Ours Doubles'","The Williams Sisters (Serena & Venus)",325
1,4,2,23,"They Got Milk, Too?","The 'Be A Dark Knight' Milk Ad Featured This Comic Book Superhero","Batman",325
1,4,3,24,"They Got Milk, Too?","This Animated Kids' Group Had 2 Ads; One Had Them 'In Paris'","The Rugrats",325
1,4,4,29,"They Got Milk, Too?","This Rock Group Sported Chocolate Mustaches That Could Be Seen On Their White Makeup","Kiss",325
1,4,5,30,"They Got Milk, Too?","A 2000 Ad Showing This Pop Sensation At Ages 3 & 18 Was The 100th 'Got Milk?' Ad","Britney Spears",325
1,5,1,14,"Name The Sport","Carpet, Hazards, A Windmill, A Castle","Putt-Putt (Or Miniature Golf)",325
1,5,2,16,"Name The Sport","11 Teammates, A Center Circle, A Penalty Area, A Goal","Soccer",325
1,5,3,19,"Name The Sport","6 Teammates, A Center Line, A Blue Line, A Crease","Ice Hockey",325
1,5,4,20,"Name The Sport","4 Teammates, A Safety Zone, A 40 Yard Mark, Goal Posts","Polo",325
1,5,5,21,"Name The Sport","4 Teammates, A House, A Hog Line, A Tee Line","Curling",325
1,6,1,1,"Quasi-Related Pairs","An Academy Award & A Famous Cartoon Cat","Oscar & Felix",325
1,6,2,2,"Quasi-Related Pairs","Sodium Chloride, For Example, & A Park At The Southern Tip Of Manhattan","A Salt & Battery",325
1,6,3,3,"Quasi-Related Pairs","A Postgraduate Degree & Lithgow's Male Offspring","Master's & John's Son",325
1,6,4,4,"Quasi-Related Pairs","'Lolita' Actor James & Psychic Jeane","Mason & Dixon",325
1,6,5,5,"Quasi-Related Pairs","A Song On A CD & A Chosen Area Of Study","Track & Field",325
2,1,1,34,"Shakespeare","'Come On, And Kiss Me, Kate' Is Actually A Line In This Comedy That Inspired The Musical 'Kiss Me, Kate'","The Taming Of The Shrew",325
2,1,2,45,"Shakespeare","'Henry VI, Part I' Features The Master-Gunner Of Orleans & This Woman Known In The Play As Joan La Pucelle","Joan Of Arc",325
2,1,3,44,"Shakespeare","In 'King John', King John's First Words To Her Are 'Silence, Good Mother; Hear The Embassy'","Eleanor Of Aquitaine",325
2,1,4,46,"Shakespeare","Julius Caesar Observes That This Man 'Has A Lean And Hungry Look; He Thinks Too Much: Such Men Are Dangerous'","Cassius",325
2,1,5,47,"Shakespeare","Title Character Who Says, 'Like An Eagle In A Dove-Cote, I Flutter'D Your Volscians In Corioli'","Coriolanus",325
2,2,1,37,"Dogs Of War","Stubby, A Bull Terrier, Helped In The Battles At Chateau Thierry, The Marne & The Meuse-Argonne In This War","World War I",325
2,2,2,40,"Dogs Of War","Scout Dog York Completed 148 Combat Patrols In This 'Police Action'","The Korean War",325
2,2,3,41,"Dogs Of War","In Wwii Chips Earned A Silver Star & A Purple Heart After Landing At Licata On This European Island","Sicily",325
2,2,4,42,"Dogs Of War","A Memorial Was Erected For The 25 Dobermans Who Gave Their Lives Liberating This Largest Mariana Island In Wwii","Guam",325
2,2,5,43,"Dogs Of War","The Dog Soter Warned The Citizens Of An Attack In This Ancient Greek Port City Founded By Dorians","Corinth",325
2,3,1,31,"The Big Whigs","In 1840 The 2 Major Political Parties In The U.S. Were The Whigs & This Party","The Democrats",325
2,3,2,32,"The Big Whigs","With Members Like Daniel Webster & Henry Clay, The Whig Party Was Formed About 1832 To Oppose This President","Jackson",325
2,3,3,33,"The Big Whigs","One Big Whig Of The 1840s Was This Founder Of The New York Tribune Who Popularized The Phrase 'Go West, Young Man'","(Horace) Greeley",325
2,3,4,35,"The Big Whigs","He Was The First Whig Governor Of New York & As Johnson's Secretary Of State Purchased Alaska For The U.S.","Seward",325
2,3,5,36,"The Big Whigs","He Was The Second Whig Party Member Elected U.S. President Who Had Also Been A General","(Zachary) Taylor",325
2,4,1,51,"Lakes & Rivers","World Book Reports 3-Foot-Long Trout Are Among The Fish Found In This Lake That Borders Peru & Bolivia","Lake Titicaca",325
2,4,2,57,"Lakes & Rivers","This New York City River Is Actually A Tidal Strait Connecting Upper New York Bay With Long Island Sound","The East River",325
2,4,3,58,"Lakes & Rivers","336 Rivers Flow Into This Siberian Lake, But Only One, The Angora, Flows Out Of It","Lake Baikal",325
2,4,4,59,"Lakes & Rivers","This River That Flows To Lyon, France Rises From A Glacier Of The Same Name In Switzerland","The Rhone",325
2,4,5,60,"Lakes & Rivers","This Largest Central American Lake Has Several Islands, Including Ometepe, Which Has 2 Volcanoes","Lake Nicaragua",325
2,5,1,52,"The British Museum","The Museum Once Housed 2 Copies Of This 1215 Document, Now In The British Library","The Magna Carta",325
2,5,2,53,"The British Museum","You Won't Find This Egyptian Monument's Beard On The Plains Of Giza, But In The British Museum","The Sphinx",325
2,5,3,54,"The British Museum","It's The British Museum Translator Seen Here","The Rosetta Stone",325
2,5,4,55,"The British Museum","In 1816 He Didn't Lose His 'Marbles'; He Sold Them To The British Museum","Lord Elgin",325
2,5,5,56,"The British Museum","Jonathan Harker Studies Up On Transylvania In The British Museum Library At The Beginning Of This Novel","Dracula",325
2,6,1,38,"Finish The 'Love'ly Lyric","Stephen Stills: 'And The Eagle Flies With The Dove, & If You Can't Be With The One You Love, HoneY...'","'Love The One You're With'",325
2,6,2,39,"Finish The 'Love'ly Lyric","J. Geils Band: 'Love, It's Gonna Make You Cry, I've Had The Blues, The Reds & The Pinks, One Thing For SurE...'","'Love Stinks'",325
2,6,3,48,"Finish The 'Love'ly Lyric","The Searchers: 'When I Kissed A Cop Down On 34th And Vine, He Broke My Little Bottle OF...'","'Love Potion NO. 9'",325
2,6,4,49,"Finish The 'Love'ly Lyric","Bee Gees: 'Keep Me Warm In Your Love And Then Softly Leave And It's Me You Need To ShoW...'","'How Deep Is Your Love'",325
2,6,5,50,"Finish The 'Love'ly Lyric","Pat Benatar: 'We Are Young, Heartache To Heartache We Stand, No Promises, No DemandS...'","'Love Is A Battlefield'",325
3,1,1,61,"American Literature","'The Mute' Was The Working Title Of This 1940 Novel By A Female Author","The Heart Is A Lonely Hunter (By Carson Mccullers)",325
1,1,1,1,"Government & Politics","The Preamble States That The Constitution Was Established 'In Order To Form A More Perfect' One Of These","A Union",327
1,1,2,2,"Government & Politics","With 54, This State's Electoral Votes Represent Slightly More Than 10% Of The Total 538","California",327
1,1,3,3,"Government & Politics","The Annual Term Of The Supreme Court Usually Ends In June & Begins On The Second Monday In This Month","October",327
1,1,4,4,"Government & Politics","Bob Dole's Running Mate In 1996, He Is Co-Director Of Empower America","Jack Kemp",327
1,1,5,5,"Government & Politics","At Age 84, This West Virginian Is The Second-Oldest Member Of The U.S. Senate; Strom Thurmond Is 15 Years Older","(Robert) Byrd",327
1,2,1,6,"Tv Or Not Tv","'M*A*S*H' Role Played By Elliot Gould On Film & By Wayne Rogers On Tv","Trapper John",327
1,2,2,7,"Tv Or Not Tv","Duuuuude, Ray Walston Totally Reprised His Role As MR. Hand, Spicoli's Teacher, In The Series Based On This Film","Fast Times At Ridgemont High",327
1,2,3,8,"Tv Or Not Tv","'You Want' This Debbie Allen Show Based On A 1980 Film? Well, It 'Costs, And Right Here Is Where You Start Payin''","Fame",327
1,2,4,9,"Tv Or Not Tv","The Sitcom Based On This Tom Hanks-Jackie Gleason Film Lasted About 8 Weeks","Nothing In Common",327
1,2,5,10,"Tv Or Not Tv","ProF. Charles Kingsfield Made Law Students Cry The Old-Fashioned Way Both On Film & On Cbs In This Series","The Paper Chase",327
1,3,1,11,"Strait To The Point","The English Channel Connects To This Sea Via The Strait Of Dover","The North Sea",327
1,3,2,12,"Strait To The Point","This Strait Separates The Fourth-Largest Nation Of The World From The Largest","The Bering Strait",327
1,3,3,13,"Strait To The Point","The Bosporus Strait Is Straddled By This City","Istanbul",327
1,3,4,14,"Strait To The Point","This Strait Runs Through The Pillars Of Hercules","The Strait Of Gibraltar",327
1,3,5,15,"Strait To The Point","The Gulf Of Oman Is Connected To This Gulf By The Strait Of Hormuz","The Persian Gulf",327
1,4,1,16,"Torah! Torah! Torah!","The Torah Is Also Known As The 5 Books Of This Leader Who, Tradition Says, Wrote Them Down","Moses",327
